venueCategory,latitude,longitude
Convenience Store,35.69007131,139.7680059
Convenience Store,35.68658126,139.6971488
Convenience Store,35.66324933,139.7512553
Convenience Store,35.53795793,139.6824684
Bus Station,35.76952829,139.6608012
Bus Station,35.70975552,139.796272
Train Station,35.73602711,139.6303535
Convenience Store,35.70550322,139.7465444
Train Station,35.71340842,139.776378
Convenience Store,35.68625012,139.7034949
Convenience Store,35.656758,139.6341586
Convenience Store,35.69751601,139.6706632
Convenience Store,35.56330298,139.5892104
Train Station,35.60680387,139.7344446
Convenience Store,35.75976416,139.6788239
Convenience Store,35.53144916,139.6992946
Bus Station,35.62863274,139.7761935
Convenience Store,35.8230042,139.5754062
Train Station,35.60402863,139.5079995
Airport,35.54919601,139.7839773
Convenience Store,35.72010436,139.7840522
Convenience Store,35.81589048,139.7019875
Train Station,35.62949661,139.7166461
Convenience Store,35.56701611,139.6344334
Bus Station,35.53162676,139.6903074
Train Station,35.76960153,139.870677
Convenience Store,35.57644785,139.7113395
Bus Station,35.57917284,139.637426
Bus Station,35.58078417,139.6380436
Convenience Store,35.770127,139.8249513
Bus Station,35.54027004,139.6629389
Train Station,35.62023505,139.7280589
Convenience Store,35.67581856,139.7625849
Bus Station,35.8615036,139.6466675
Convenience Store,35.72789946,139.7128606
Bus Station,35.7783956,139.6328238
Convenience Store,35.73344742,139.7063476
Convenience Store,35.69095237,139.7450125
Convenience Store,35.61744455,139.5659084
Convenience Store,35.78646152,139.8104078
Bus Station,35.683764,139.555007
Subway,35.694204,139.699063
Convenience Store,35.70027877,139.4799972
Bus Station,35.63588787,139.7062522
Convenience Store,35.526611,139.702538
Convenience Store,35.65596462,139.697766
Convenience Store,35.66195682,139.7297899
Bus Station,35.72806188,139.5530845
Convenience Store,35.62258132,139.7369941
Convenience Store,35.74906993,139.5697889
Convenience Store,35.709089,139.776049
Convenience Store,35.6922949,139.7830535
Bus Station,35.63326689,139.5775657
Convenience Store,35.69221678,139.7352279
Convenience Store,35.51795143,139.6935081
Train Station,35.681903,139.7633835
Bus Station,35.77800984,139.7198283
Convenience Store,35.69716522,139.7089308
Convenience Store,35.70142012,139.7643435
Airport,35.54901856,139.7905058
Convenience Store,35.67667032,139.7736271
Convenience Store,35.75635654,139.573202
Convenience Store,35.76188627,139.5738208
Bus Station,35.62969589,139.7786247
Convenience Store,35.76739606,139.587492
Convenience Store,35.7633162,139.5882216
Bus Station,35.77681898,139.5857615
Convenience Store,35.513952,139.69296
Convenience Store,35.514649,139.690401
Bus Station,35.68244524,139.7874377
Bus Station,35.65615208,139.6963924
Convenience Store,35.53065463,139.6812272
Convenience Store,35.718034,139.783431
Convenience Store,35.77390118,139.7243375
Bus Station,35.75110184,139.6826154
Convenience Store,35.675933,139.7637928
Airport,35.54624681,139.7850608
Convenience Store,35.653945,139.596305
Convenience Store,35.64935642,139.7131848
Convenience Store,35.65719164,139.4868636
Convenience Store,35.71441819,139.7935474
Train Station,35.77853217,139.7197086
Train Station,35.60728383,139.7349485
Convenience Store,35.73068098,139.7159029
Bus Station,35.61569137,139.4978815
Convenience Store,35.82715839,139.6341839
Train Station,35.55033608,139.7882467
Convenience Store,35.74776615,139.7551489
Convenience Store,35.70357645,139.6659279
Convenience Store,35.672935,139.762949
Bus Station,35.67269585,139.4805021
Convenience Store,35.67224297,139.7123274
Train Station,35.68098978,139.7673569
Bus Station,35.64360618,139.7477521
Convenience Store,35.66489744,139.7139233
Convenience Store,35.66786956,139.7624052
Convenience Store,35.63473795,139.720083
Convenience Store,35.70203871,139.7521985
Bus Station,35.67237473,139.5952301
Bus Station,35.6387348,139.6264297
Convenience Store,35.75633821,139.6961691
Bus Station,35.69979521,139.6355921
Bus Station,35.69993026,139.7635496
Convenience Store,35.7083463,139.6759164
Convenience Store,35.6784113,139.7708774
Bus Station,35.78024716,139.6919614
Convenience Store,35.61617453,139.7474885
Bus Station,35.68071256,139.777751
Train Station,35.56844269,139.5532387
Bus Station,35.53501528,139.6992419
Bus Station,35.76872231,139.7027224
Train Station,35.67996694,139.7695185
Convenience Store,35.69404024,139.8135567
Train Station,35.68480242,139.7300643
Train Station,35.64549247,139.7470335
Convenience Store,35.7736787,139.8789953
Convenience Store,35.71133439,139.7837734
Convenience Store,35.66201,139.87698
Train Station,35.71435285,139.7772866
Train Station,35.71311247,139.7762332
Convenience Store,35.85622375,139.6558434
Convenience Store,35.70831862,139.7690442
Train Station,35.69074648,139.7012962
Convenience Store,35.67484869,139.7612472
Convenience Store,35.62829264,139.7167236
Airport,35.55544734,139.7884405
Bus Station,35.53162472,139.6881836
Bus Station,35.70219553,139.5816422
Convenience Store,35.63189122,139.7939147
Bus Station,35.70243077,139.5439625
Subway,35.665763,139.72953
Train Station,35.65795548,139.7016951
Bus Station,35.76937499,139.8708788
Train Station,35.66562454,139.7308875
Train Station,35.73792241,139.6546974
Airport,35.55538843,139.7886121
Convenience Store,35.65293034,139.7359364
Bus Station,35.77644098,139.7900744
Airport,35.54708115,139.7846663
Convenience Store,35.54814974,139.7853354
Bus Station,35.724123,139.6143717
Convenience Store,35.70137983,139.775649
Airport,35.55452212,139.7867882
Train Station,35.66557617,139.4773925
Convenience Store,35.67889831,139.786414
Subway,35.6815834,139.764679
Bus Station,35.536669,139.6349007
Train Station,35.689724,139.7000147
Convenience Store,35.71312893,139.6683419
Convenience Store,35.76894684,139.7478219
Train Station,35.70140689,139.7449227
Train Station,35.67918402,139.7658245
Train Station,35.70485474,139.6211406
Convenience Store,35.68234555,139.7661739
Train Station,35.71343618,139.7761483
Convenience Store,35.5104836,139.6819873
Convenience Store,35.69487308,139.7248413
Train Station,35.74395543,139.6057408
Convenience Store,35.62764731,139.7197813
Airport,35.54881468,139.7842369
Subway,35.697163,139.77521
Train Station,35.57557269,139.6630096
Bus Station,35.56919788,139.723413
Convenience Store,35.62762987,139.7190946
Convenience Store,35.65792768,139.660836
Train Station,35.68578366,139.7304435
Convenience Store,35.65851231,139.7954679
Train Station,35.55115035,139.7879321
Convenience Store,35.67650703,139.7612429
Convenience Store,35.6431,139.741948
Convenience Store,35.68594512,139.7628254
Train Station,35.66562375,139.7592207
Convenience Store,35.65993305,139.7521885
Convenience Store,35.71039169,139.6951484
Bus Station,35.534593,139.6668457
Bus Station,35.71267801,139.777042
Convenience Store,35.69053662,139.758522
Convenience Store,35.65584075,139.8568089
Bus Station,35.6346998,139.8346254
Train Station,35.53086883,139.6962453
Convenience Store,35.82761202,139.6920872
Convenience Store,35.81564899,139.7036298
Train Station,35.63017808,139.7166461
Convenience Store,35.84458234,139.6476352
Convenience Store,35.64817588,139.7044028
Convenience Store,35.79777495,139.7373229
Train Station,35.62725456,139.7377774
Convenience Store,35.68287588,139.7709512
Bus Station,35.71788733,139.7652206
Convenience Store,35.848384,139.700406
Subway,35.63440986,139.7916135
Train Station,35.67841565,139.7661191
Bus Station,35.79444201,139.6639377
Airport,35.54507657,139.7686848
Airport,35.54896343,139.7844167
Subway,35.696216,139.768208
Convenience Store,35.65821811,139.7542557
Convenience Store,35.70119795,139.7411558
Convenience Store,35.7725351,139.776907
Convenience Store,35.78675743,139.6731538
Convenience Store,35.612791,139.5945824
Bus Station,35.79458821,139.6643989
Subway,35.62752523,139.7787952
Bus Station,35.74128751,139.7067618
Train Station,35.60709435,139.7348587
Subway,35.66976953,139.7670724
Train Station,35.67282621,139.7241879
Convenience Store,35.71711661,139.8578637
Convenience Store,35.7006822,139.8050876
Convenience Store,35.801632,139.713729
Subway,35.665144,139.712555
Convenience Store,35.65579564,139.6955223
Bus Station,35.659398,139.903297
Convenience Store,35.56893529,139.6710619
Train Station,35.56197312,139.7245969
Train Station,35.57452902,139.6632329
Bus Station,35.54011867,139.6971703
Convenience Store,35.69403806,139.7830358
Bus Station,35.67544812,139.7894436
Convenience Store,35.66711577,139.7787255
Bus Station,35.749274,139.54137
Convenience Store,35.77868043,139.719969
Train Station,35.77767628,139.7213097
Train Station,35.72940118,139.7111699
Train Station,35.70044277,139.4812274
Convenience Store,35.58033289,139.698125
Train Station,35.56408264,139.7171199
Train Station,35.65551698,139.7574988
Bus Station,35.64535691,139.6745861
Airport,35.54996567,139.7864771
Bus Station,35.72285855,139.6900332
Train Station,35.68168281,139.7659243
Train Station,35.66632724,139.7938997
Bus Station,35.73731968,139.7737219
Bus Station,35.54901259,139.6851626
Convenience Store,35.67070652,139.7693138
Convenience Store,35.78342403,139.7669828
Subway,35.68668583,139.7650194
Bus Station,35.65902663,139.5857942
Convenience Store,35.669493,139.754339
Convenience Store,35.6596499,139.705925
Bus Station,35.76915813,139.8708538
Bus Station,35.58428147,139.7243126
Train Station,35.62885511,139.7387445
Convenience Store,35.65595376,139.7971308
Bus Station,35.72831189,139.9073691
Train Station,35.56243855,139.7167236
Bus Station,35.83975759,139.6596408
Convenience Store,35.68299093,139.5646879
Convenience Store,35.69069424,139.623549
Bus Station,35.72392913,139.669888
Convenience Store,35.58155529,139.691454
Bus Station,35.549925,139.7845504
Convenience Store,35.66474034,139.9003794
Convenience Store,35.56234254,139.6153039
Convenience Store,35.56276655,139.725839
Airport,35.54915462,139.7836777
Convenience Store,35.5685838,139.5534675
Bus Station,35.657495,139.6677926
Subway,35.69220352,139.7828369
Train Station,35.71324393,139.7763031
Convenience Store,35.58972177,139.5560141
Convenience Store,35.75865,139.862727
Convenience Store,35.64037557,139.8028898
Convenience Store,35.62131154,139.7248507
Convenience Store,35.60195525,139.541635
Convenience Store,35.68370335,139.864229
Convenience Store,35.64009279,139.6639156
Convenience Store,35.59615924,139.7451372
Convenience Store,35.660073,139.6953785
Bus Station,35.679495,139.770858
Train Station,35.70353724,139.7551489
Convenience Store,35.69099922,139.769842
Convenience Store,35.72737931,139.7891432
Bus Station,35.6898904,139.6647745
Train Station,35.56065232,139.7235643
Convenience Store,35.54642595,139.6861249
Convenience Store,35.71731442,139.5588892
Bus Station,35.80088276,139.7887311
Bus Station,35.78025422,139.8673335
Bus Station,35.65582233,139.7393192
Bus Station,35.71635644,139.5494488
Bus Station,35.650223,139.746606
Bus Station,35.64774881,139.6942809
Convenience Store,35.74837125,139.7312117
Convenience Store,35.73018379,139.7114611
Convenience Store,35.63578432,139.7855899
Convenience Store,35.66165373,139.6696132
Bus Station,35.77056873,139.586727
Train Station,35.70123188,139.7448129
Convenience Store,35.63002538,139.7930557
Bus Station,35.69197561,139.6980053
Train Station,35.676238,139.777782
Train Station,35.681537,139.767209
Convenience Store,35.52471721,139.7065687
Convenience Store,35.61154527,139.6700102
Subway,35.67873811,139.7401285
Bus Station,35.61813,139.668338
Convenience Store,35.80695504,139.5479161
Bus Station,35.628578,139.643931
Convenience Store,35.70637018,139.6173064
Convenience Store,35.55524807,139.5473003
Bus Station,35.61790362,139.6749535
Convenience Store,35.66452262,139.7394633
Convenience Store,35.78276185,139.7512902
Convenience Store,35.72945994,139.7177833
Convenience Store,35.76410843,139.8040402
Bus Station,35.54999328,139.7847013
Train Station,35.65787125,139.5749664
Convenience Store,35.60499476,139.5990152
Convenience Store,35.77786007,139.7223401
Convenience Store,35.69327565,139.7850808
Airport,35.54515677,139.7689094
Convenience Store,35.72292852,139.683373
Convenience Store,35.69606063,139.8169014
Convenience Store,35.72290674,139.6525785
Bus Station,35.6330167,139.5775756
Train Station,35.68652827,139.7823644
Convenience Store,35.68269561,139.7662538
Convenience Store,35.58750063,139.7325647
Train Station,35.689326,139.7000496
Convenience Store,35.77812023,139.6816284
Convenience Store,35.72305416,139.6900581
Train Station,35.71348848,139.7762082
Train Station,35.67505839,139.7634384
Train Station,35.63867942,139.5997373
Airport,35.54906628,139.784172
Train Station,35.60670174,139.734235
Convenience Store,35.57781967,139.7355419
Convenience Store,35.55183427,139.6665617
Convenience Store,35.73654358,139.6706566
Bus Station,35.64063125,139.5766747
Convenience Store,35.6533499,139.7626498
Train Station,35.67495497,139.763139
Convenience Store,35.61956726,139.7165358
Convenience Store,35.6761497,139.6771395
Convenience Store,35.64189255,139.6972722
Bus Station,35.64998919,139.6936626
Train Station,35.69323927,139.7365301
Convenience Store,35.70980551,139.8432595
Convenience Store,35.81203627,139.5850164
Convenience Store,35.70046609,139.7788489
Bus Station,35.63512767,139.6156434
Airport,35.55165522,139.7809364
Convenience Store,35.6997865,139.5070285
Convenience Store,35.70390477,139.5625255
Convenience Store,35.72915797,139.7105266
Train Station,35.73775155,139.6536561
Convenience Store,35.58047883,139.7285328
Bus Station,35.74410416,139.6067265
Convenience Store,35.55304015,139.7352878
Bus Station,35.65806304,139.7008574
Bus Station,35.69115328,139.7360711
Convenience Store,35.722477,139.794769
Train Station,35.743888,139.605617
Convenience Store,35.67439415,139.7614019
Bus Station,35.71185054,139.7769311
Convenience Store,35.65303812,139.7451322
Train Station,35.6896506,139.7000546
Convenience Store,35.70534938,139.6523184
Convenience Store,35.70764137,139.7253801
Convenience Store,35.709126,139.7341231
Bus Station,35.59782163,139.6671161
Convenience Store,35.70859894,139.5218933
Train Station,35.607076,139.7344945
Bus Station,35.63999851,139.6751288
Train Station,35.68468614,139.6875355
Bus Station,35.65634393,139.759086
Bus Station,35.78801391,139.6132336
Train Station,35.6741479,139.7612821
Bus Station,35.62658007,139.694585
Convenience Store,35.67599267,139.7380119
Subway,35.728341,139.71329
Bus Station,35.70423422,139.619869
Subway,35.731118,139.707293
Bus Station,35.55201478,139.6805418
Convenience Store,35.76066234,139.7766276
Bus Station,35.70356207,139.5803074
Train Station,35.60363905,139.5074329
Convenience Store,35.64837461,139.5799524
Train Station,35.69114526,139.6979704
Train Station,35.74532277,139.5992844
Convenience Store,35.69068834,139.7670724
Convenience Store,35.55156535,139.5609287
Train Station,35.69021669,139.7005881
Train Station,35.68985393,139.7000696
Convenience Store,35.688372,139.8155469
Bus Station,35.68156122,139.8273847
Convenience Store,35.69476127,139.7636488
Convenience Store,35.70329458,139.8746893
Convenience Store,35.69647495,139.7857349
Convenience Store,35.66460543,139.7432774
Convenience Store,35.688756,139.844875
Convenience Store,35.69993026,139.8251653
Train Station,35.70027892,139.4797818
Train Station,35.71352647,139.7764628
Convenience Store,35.66658843,139.7281444
Bus Station,35.79081303,139.6677357
Train Station,35.71188554,139.8012415
Train Station,35.73033,139.68274
Convenience Store,35.6644995,139.7312217
Bus Station,35.68279004,139.806761
Convenience Store,35.78346755,139.658466
Bus Station,35.76979305,139.8706019
Train Station,35.55331135,139.6471396
Bus Station,35.66948596,139.8139195
Convenience Store,35.68620671,139.7662388
Subway,35.70765589,139.7731653
Convenience Store,35.53135312,139.6837807
Convenience Store,35.80552384,139.7486653
Convenience Store,35.598912,139.609028
Train Station,35.67505157,139.7632492
Convenience Store,35.70154238,139.7447829
Train Station,35.68965784,139.7000746
Convenience Store,35.62932601,139.7426713
Convenience Store,35.56337742,139.7140725
Bus Station,35.69657143,139.6477211
Convenience Store,35.69002133,139.7678761
Convenience Store,35.57552366,139.6805119
Convenience Store,35.58376631,139.6401407
Convenience Store,35.68215869,139.8057729
Train Station,35.6748265,139.7633486
Bus Station,35.716247,139.628065
Bus Station,35.64250149,139.6522593
Convenience Store,35.68779239,139.6963749
Convenience Store,35.749488,139.711386
Convenience Store,35.7471655,139.7627796
Bus Station,35.6530159,139.7075772
Convenience Store,35.7543032,139.7346292
Bus Station,35.65224873,139.6882224
Convenience Store,35.75457754,139.6931443
Convenience Store,35.69312533,139.7044015
Bus Station,35.687421,139.77338
Convenience Store,35.68083841,139.7803912
Bus Station,35.74999523,139.8044908
Convenience Store,35.86098079,139.6568942
Train Station,35.66694908,139.7934652
Convenience Store,35.52840632,139.6993482
Convenience Store,35.69086852,139.6911755
Convenience Store,35.75066619,139.8009918
Convenience Store,35.69055591,139.7723566
Convenience Store,35.67417508,139.7703576
Convenience Store,35.68767642,139.7787695
Convenience Store,35.70167367,139.4908059
Convenience Store,35.61620942,139.7075129
Convenience Store,35.73910144,139.7620858
Convenience Store,35.70292302,139.6011204
Train Station,35.77820989,139.72119
Airport,35.54786314,139.7844616
Convenience Store,35.596321,139.5878716
Bus Station,35.68230965,139.5872595
Train Station,35.60663527,139.7349376
Bus Station,35.74403332,139.6067713
Convenience Store,35.73797506,139.6622103
Convenience Store,35.73744829,139.660736
Convenience Store,35.73946394,139.6618725
Convenience Store,35.611696,139.540529
Bus Station,35.76228177,139.6705236
Convenience Store,35.58882682,139.7338736
Convenience Store,35.69768542,139.782945
Convenience Store,35.723531,139.794595
Convenience Store,35.78884835,139.6126914
Convenience Store,35.5785483,139.7350216
Bus Station,35.56337771,139.6278385
Convenience Store,35.64383549,139.6974707
Bus Station,35.65830278,139.6987133
Convenience Store,35.7622258,139.7270527
Convenience Store,35.68946995,139.7036666
Bus Station,35.51392596,139.6968486
Convenience Store,35.67105762,139.7051954
Bus Station,35.579403,139.728037
Bus Station,35.66738318,139.5370114
Convenience Store,35.65227488,139.7982627
Convenience Store,35.78074328,139.697122
Convenience Store,35.60656682,139.7036612
Bus Station,35.754005,139.801279
Train Station,35.59996155,139.6106695
Train Station,35.72946447,139.7109355
Train Station,35.78830927,139.6127805
Convenience Store,35.65842786,139.9051809
Convenience Store,35.86248691,139.6546376
Bus Station,35.69935522,139.8497826
Train Station,35.58929796,139.6802187
Convenience Store,35.683777,139.5542346
Convenience Store,35.712154,139.751522
Convenience Store,35.64707011,139.5920706
Convenience Store,35.69049818,139.7063488
Bus Station,35.78314463,139.6660285
Convenience Store,35.634079,139.791346
Convenience Store,35.68512597,139.7615862
Convenience Store,35.66151753,139.7230482
Train Station,35.65970221,139.67803
Convenience Store,35.63225602,139.5783108
Convenience Store,35.57075124,139.7035201
Train Station,35.67529124,139.7639304
Train Station,35.68047265,139.7671722
Train Station,35.65941197,139.7004186
Convenience Store,35.73183049,139.5792077
Subway,35.69550998,139.7513651
Convenience Store,35.56360805,139.6597373
Convenience Store,35.57576693,139.7117933
Subway,35.7312326,139.7133574
Convenience Store,35.68977675,139.8364998
Convenience Store,35.743996,139.667762
Airport,35.54921498,139.7843667
Convenience Store,35.70720722,139.8423877
Bus Station,35.52007011,139.6723628
Train Station,35.71033062,139.8086242
Train Station,35.67269234,139.7241879
Convenience Store,35.71142586,139.6065652
Train Station,35.74392245,139.6053824
Bus Station,35.73209113,139.6516129
Convenience Store,35.70810682,139.7738917
Train Station,35.65231866,139.544018
Convenience Store,35.67239331,139.482041
Airport,35.68130613,139.7660291
Convenience Store,35.59892519,139.5544526
Convenience Store,35.52865491,139.6985348
Bus Station,35.7545577,139.5154989
Train Station,35.53142297,139.696902
Train Station,35.74231467,139.781271
Subway,35.70129156,139.7435355
Convenience Store,35.7080501,139.7204947
Bus Station,35.64363449,139.8010717
Convenience Store,35.67529159,139.8041835
Bus Station,35.76948224,139.6608061
Convenience Store,35.69535871,139.7009023
Convenience Store,35.78973317,139.5082132
Convenience Store,35.70630771,139.7697508
Train Station,35.70127751,139.7001892
Train Station,35.68203153,139.764901
Convenience Store,35.811326,139.594573
Train Station,35.711561,139.773344
Convenience Store,35.69395311,139.701789
Convenience Store,35.78913338,139.6619582
Airport,35.54478043,139.7685599
Train Station,35.65509689,139.7569298
Convenience Store,35.69146228,139.6970193
Convenience Store,35.64167318,139.7483468
Bus Station,35.70747512,139.7605777
Bus Station,35.80724155,139.8441567
Train Station,35.69143333,139.6983992
Convenience Store,35.6300062,139.7361696
Convenience Store,35.58831001,139.7273505
Train Station,35.66568294,139.759096
Convenience Store,35.66623491,139.7654201
Convenience Store,35.67957416,139.6147223
Train Station,35.68821688,139.7008424
Convenience Store,35.70205084,139.581024
Train Station,35.57425424,139.6632428
Bus Station,35.69026509,139.698801
Convenience Store,35.77691891,139.8393235
Convenience Store,35.84256919,139.750352
Train Station,35.67297877,139.7577583
Bus Station,35.5792551,139.759258
Train Station,35.71384747,139.7766426
Train Station,35.617835,139.566017
Train Station,35.67498301,139.763124
Train Station,35.666622,139.75815
Airport,35.55022754,139.7856617
Train Station,35.68027854,139.7658794
Bus Station,35.7108847,139.7097785
Convenience Store,35.67528735,139.8040786
Train Station,35.65801397,139.5751673
Convenience Store,35.58689751,139.7050959
Bus Station,35.68169681,139.7757643
Train Station,35.71340047,139.7761134
Convenience Store,35.68824565,139.7735703
Bus Station,35.61541705,139.4978815
Bus Station,35.58024231,139.7283682
Convenience Store,35.63748184,139.5109035
Convenience Store,35.70353325,139.791228
Bus Station,35.66465044,139.8937708
Bus Station,35.68086455,139.6858245
Convenience Store,35.69163858,139.6909865
Train Station,35.60160806,139.7217786
Train Station,35.666536,139.7581277
Convenience Store,35.67984419,139.6881437
Convenience Store,35.68717975,139.7205565
Convenience Store,35.71218802,139.8709038
Train Station,35.69560032,139.7939547
Bus Station,35.67759643,139.7608204
Bus Station,35.52493059,139.6498497
Bus Station,35.63333197,139.8884884
Train Station,35.62994931,139.7166461
Convenience Store,35.76650831,139.5393833
Convenience Store,35.6899594,139.8059518
Train Station,35.67983216,139.7700476
Bus Station,35.73272428,139.7490096
Convenience Store,35.69553108,139.6447733
Train Station,35.73217814,139.7666681
Convenience Store,35.567449,139.733789
Convenience Store,35.77697441,139.7226834
Convenience Store,35.69352822,139.7084819
Convenience Store,35.54917569,139.592886
Convenience Store,35.59066992,139.6160951
Train Station,35.64560125,139.7476523
Convenience Store,35.65646458,139.7571145
Convenience Store,35.7438651,139.7163749
Bus Station,35.66686735,139.6014851
Bus Station,35.65712629,139.5975721
Bus Station,35.74673741,139.6305477
Bus Station,35.65009973,139.663074
Train Station,35.60382145,139.5076516
Airport,35.55477,139.788288
Train Station,35.71801581,139.8166895
Convenience Store,35.610636,139.742505
Convenience Store,35.79011524,139.633287
Convenience Store,35.72665204,139.7466892
Convenience Store,35.67631521,139.7607031
Convenience Store,35.65339077,139.5915234
Convenience Store,35.75687366,139.7620475
Convenience Store,35.753604,139.6282568
Train Station,35.6070457,139.7344196
Convenience Store,35.77448494,139.7049487
Subway,35.68819046,139.6979218
Train Station,35.68098978,139.767337
Bus Station,35.616605,139.564572
Convenience Store,35.70817251,139.7731229
Train Station,35.56225734,139.7159528
Airport,35.550588,139.782144
Train Station,35.69245773,139.7814257
Bus Station,35.64981639,139.707588
Convenience Store,35.811397,139.594507
Convenience Store,35.71405524,139.7238886
Convenience Store,35.729591,139.7171947
Convenience Store,35.72939123,139.7181451
Convenience Store,35.69966888,139.7320873
Convenience Store,35.73058105,139.7189554
Train Station,35.737971,139.7610775
Train Station,35.70314954,139.5802045
Train Station,35.67500679,139.7633586
Train Station,35.69672268,139.7705718
Convenience Store,35.56724738,139.6484613
Convenience Store,35.66993,139.894513
Convenience Store,35.66143424,139.9040718
Convenience Store,35.570636,139.669687
Train Station,35.73323202,139.7779155
Bus Station,35.64327363,139.9040868
Convenience Store,35.56143049,139.7165841
Train Station,35.6652603,139.7591808
Convenience Store,35.66798739,139.7741389
Train Station,35.69588745,139.7578955
Bus Station,35.694515,139.668334
Train Station,35.6005401,139.6752883
Convenience Store,35.70944488,139.6664005
Bus Station,35.60294341,139.5078653
Bus Station,35.5545275,139.6030974
Convenience Store,35.67983184,139.7710463
Airport,35.553847,139.787564
Convenience Store,35.67621943,139.7775722
Bus Station,35.73734924,139.7739666
Convenience Store,35.5249748,139.6502692
Convenience Store,35.70393365,139.7347695
Bus Station,35.82982003,139.6490028
Train Station,35.68985816,139.7001144
Train Station,35.71249771,139.7796173
Bus Station,35.57687693,139.5587897
Convenience Store,35.58002573,139.6414557
Train Station,35.68105672,139.69458
Convenience Store,35.65337575,139.7089278
Bus Station,35.55194671,139.6916235
Convenience Store,35.61713611,139.6766326
Convenience Store,35.70747211,139.74377
Convenience Store,35.67319516,139.7364056
Convenience Store,35.6946742,139.7246667
Convenience Store,35.72316257,139.7120028
Train Station,35.72771502,139.7710211
Airport,35.555404,139.787794
Train Station,35.69176888,139.7822646
Train Station,35.57328051,139.6667062
Train Station,35.67497582,139.7630791
Convenience Store,35.82180942,139.7099531
Airport,35.54927596,139.7838125
Convenience Store,35.68849148,139.7031212
Train Station,35.60172982,139.7216749
Train Station,35.62767779,139.7378672
Convenience Store,35.73401199,139.7479866
Convenience Store,35.69387469,139.6976531
Convenience Store,35.53483928,139.7417591
Bus Station,35.67893473,139.8069008
Convenience Store,35.76655469,139.8477387
Convenience Store,35.77396667,139.5916889
Airport,35.54912365,139.784137
Train Station,35.71340466,139.7764579
Bus Station,35.7781843,139.78122
Bus Station,35.77841061,139.7881401
Bus Station,35.77607786,139.7846961
Train Station,35.65928759,139.7025777
Train Station,35.71348955,139.7759137
Train Station,35.632884,139.517269
Convenience Store,35.70883416,139.7515333
Train Station,35.61162719,139.6263743
Train Station,35.7880711,139.6129647
Convenience Store,35.70763976,139.7312267
Train Station,35.5948868,139.7561762
Bus Station,35.7333583,139.8000008
Convenience Store,35.69764365,139.7089008
Bus Station,35.68962898,139.8157293
Convenience Store,35.70349845,139.577899
Airport,35.549979,139.782581
Airport,35.551662,139.780615
Convenience Store,35.6857857,139.6890473
Bus Station,35.76898308,139.8714189
Train Station,35.59719486,139.7585519
Train Station,35.60705376,139.7348936
Bus Station,35.59379316,139.7409757
Convenience Store,35.57536711,139.7112846
Bus Station,35.67676266,139.7662238
Airport,35.548677,139.78284
Convenience Store,35.686093,139.741952
Convenience Store,35.57735542,139.5758291
Train Station,35.62992706,139.7168007
Bus Station,35.71297649,139.5634809
Convenience Store,35.7513086,139.5452513
Convenience Store,35.70463499,139.7266933
Convenience Store,35.65250155,139.5277458
Convenience Store,35.57182117,139.5682467
Airport,35.54896343,139.7843717
Airport,35.55506,139.788915
Convenience Store,35.64983383,139.6867231
Train Station,35.71349413,139.7761932
Convenience Store,35.8276713,139.660037
Train Station,35.69829062,139.7746734
Convenience Store,35.75524553,139.6948582
Convenience Store,35.76729965,139.8491058
Convenience Store,35.68083253,139.7648061
Train Station,35.6847023,139.7300094
Bus Station,35.68668694,139.773687
Train Station,35.67497801,139.763134
Bus Station,35.541035,139.672779
Bus Station,35.55656218,139.6648175
Bus Station,35.57360728,139.6629887
Airport,35.55435352,139.7534961
Train Station,35.77732227,139.721604
Bus Station,35.55237883,139.659381
Bus Station,35.55237663,139.6619622
Bus Station,35.70504446,139.6205878
Train Station,35.69019599,139.7000496
Convenience Store,35.8279652,139.806937
Convenience Store,35.6564577,139.736278
Bus Station,35.65547865,139.7177213
Bus Station,35.6686934,139.7156185
Convenience Store,35.69066622,139.6977909
Convenience Store,35.55100325,139.6751637
Convenience Store,35.70496159,139.7560564
Train Station,35.71114805,139.7979951
Train Station,35.82776531,139.8033444
Train Station,35.6916876,139.7708774
Convenience Store,35.77804623,139.843287
Convenience Store,35.66073736,139.7020143
Convenience Store,35.69292547,139.7052511
Convenience Store,35.75021727,139.6640477
Airport,35.5519579,139.7438398
Subway,35.74963824,139.6654558
Convenience Store,35.62388755,139.6135852
Airport,35.55430312,139.7868435
Convenience Store,35.6780213,139.7678411
Convenience Store,35.66622964,139.7437051
Convenience Store,35.66978336,139.7744808
Train Station,35.70210677,139.7451845
Convenience Store,35.58106133,139.6465838
Convenience Store,35.66438316,139.6656275
Bus Station,35.5263872,139.7405216
Convenience Store,35.68282536,139.5840776
Train Station,35.53311146,139.7471532
Bus Station,35.65913913,139.7305732
Convenience Store,35.66421754,139.8612785
Bus Station,35.74105348,139.5434247
Train Station,35.626926,139.740922
Convenience Store,35.721734,139.795436
Convenience Store,35.64621788,139.6968108
Train Station,35.7408012,139.7167508
Train Station,35.71377367,139.7765777
Convenience Store,35.63187975,139.6593157
Convenience Store,35.5894092,139.7293702
Convenience Store,35.66554242,139.7311469
Convenience Store,35.68242392,139.7640973
Airport,35.552912,139.788235
Convenience Store,35.70400771,139.7668862
Convenience Store,35.63846319,139.7469736
Bus Station,35.60619348,139.7359064
Bus Station,35.68440939,139.7855102
Train Station,35.53174143,139.6972724
